key,value
น้ำตกเป็นสถานที่ท่องเที่ยวที่เหมาะกับการพักผ่อน,1
บริเวณรอบน้ำตกมีพื้นที่สีเขียวที่สวยงาม,1
น้ำตกมีการจัดการท่องเที่ยวที่ดี,1
บรรยากาศรอบน้ำตกเงียบสงบ,1
น้ำตกมีการจัดกิจกรรมท่องเที่ยวที่น่าสนใจ,1
บริเวณรอบน้ำตกมีที่นั่งพักผ่อนที่สะดวกสบาย,1
น้ำตกมีลักษณะทางธรรมชาติที่น่าทึ่ง,1
บรรยากาศรอบน้ำตกสดชื่น,1
น้ำตกมีที่จอดรถสะดวก,1
ไปแล้วมีความสุขทางใจมากค่ะ,1
บรรยากาศรอบน้ำตกสวยงาม,1
การเดินทางโดยเรือสะดวก,1
เป็นสถานที่ท่องเที่ยวที่สวยงามมาก,1
สปานี้มีบรรยากาศที่เงียบสงบและผ่อนคลาย,1
บรรยากาศภายในสปานี้น่ารู้สึกสบาย,1
บริการที่นี่มีคุณภาพดี,1
พนักงานที่สปานี้เอาใจใส่และเป็นมืออาชีพ,1
สปานี้มีการตกแต่งที่สวยงาม,1
บรรยากาศที่นี่สร้างความผ่อนคลาย,1
บริการนวดที่นี่ทำได้ดีและมีประสิทธิภาพ,1
การเตรียมรับการให้บริการที่สปานี้ดีมาก,1
สปานี้มีบรรยากาศที่สงบและเงียบสงบ,1
บริการนวดที่นี่มีคุณภาพ,1
พนักงานที่สปานี้มีความเป็นมืออาชีพ,1
สปานี้มีการตกแต่งที่น่าสนใจ,1
เป็นประสบการที่น่าจดจำ,1
บรรยากาศที่นี่สร้างความผ่อนคลาย,1
สปานี้มีการเลือกน้ำมันหอมระเหยที่หลากหลาย,1
บริการนวดที่นี่มีคุณภาพ,1
การให้บริการที่นี่มีมาตรฐานสูง,1
สปานี้มีการจัดสรรพื้นที่อย่างเหมาะสม,1
สนุกมากเลย,1
บรรยากาศที่นี่สร้างความผ่อนคลาย,1
ทิวทัศน์สวยมาก,1
บริการนวดที่นี่มีคุณภาพ,1
วัดที่นักท่องเที่ยวมาเยอะและสวยงามมหัศจรรในด้านศิลปะวัฒนะธรรมและการท่องเที่ยวมีหลากหลายให้ชมวิว,1
การเลือกสรรของสปานี้ทำให้คนต้องการกลับมา,1
บรรยากาศภายในสปานี้น่ารัก,1
พักสายตาได้ดีมาก การมาเที่ยวที่มี ใบไม้ ใบหญ้า สีเขียว ทำให้พักผ่อนสายตาจากการทำงาน,1
รู้สึกคลายเครียด หายเหนื่อย สดชื่น และไม่ไกลจากกรุงเทพ (รถติดนิดหน่อยนะคะ),1
บรรยากาศที่นี่มีความเป็นส่วนตัว,1
ตลาดนี้น่าสนใจมาก,1
คนละเรื่องกันเลยวิวสวยมาก,1
โคตรดี,1
มีที่เที่ยวเยอะ,1
ธรรมชาติ ป่าไม้ ร่มรื่นมาก อากาศเย็นสบาย เสียงน้ำตกกระหึ่มไปทั่วป่า มีเส้นทางเดินที่ปลอดภัย มีป้ายบอกทางที่ชัดเจน,1
โคตรเจ๋ง,1
TS เป็นวิธีการเดินทางที่สะดวกและรวดเร็วในกรุงเทพมหานคร เป็นทางเลือกที่ดีสำหรับการหลีกเลี่ยงปัญหาการจราจรและภาษีทางถนนที่แท้จริง (ยกเว้นชั่วโมงเร่งด่วนนะ),1
การเดินทางด้วยรถไฟฟ้าถือว่าเป็นการเดินทางที่สะดวกและรวดเร็ว ถึงแม้คนอาจจะแน่นไปซักนิดแต่ก็ไม่ถือเป็นอุปสรรคต่อการโดยสาร แต่อยากให้เพิ่มเก้าอี้ให้อีก,1
สดวกสะบาย เดินทางไปกลับทุกวัน,1
โคตรสนุก,1
ตลาดนี้มีสินค้าที่น่าสนใจมากมาย,1
ตลาดนี้มีบรรยากาศที่เป็นมิตร,1
บรรยากาศภายในตลาดนี้น่าอยู่,1
วัดสวยงาม เเต่ชาวต่างชาติค่อนข้างเยอะ คนเเน่นวัด อยากถ่ายรูปสวยๆก็หาจังหวะยากมาก ภายในวัดสะอาดสะอ้าน การจัดการดี,1
ราคาของสินค้าที่นี่เป็นไปได้,1
หาของกินง่ายมาก,1
การเดินทางมายังตลาดนี้สะดวก,1
บรรยากาศภายในตลาดนี้น่ารัก,1
รู้สึกดีมากๆ,1
รู้สึกดี,1
โชคดีที่พนักงงานที่โรงแรมแนะนำมา,1
การบริการของผู้ขายที่นี่ดีมาก,1
สินค้าที่นี่มีความหลากหลาย,1
แย่ตรงไหน,1
ที่นั่งมีพร้อมและสะอาดมาก,1
ก็ดี,1
มีที่จอดรถ,1
สินค้าที่นี่มีคุณภาพดี,1
อุทยานนี้มีธรรมชาติที่งดงามมาก,1
วิวที่นี่สวยงามมาก,1
อากาศรอบตัวที่อุทยานนี้สดชื่น,1
ความเงียบสงบที่นี่เหมาะแก่การพักผ่อน,1
พื้นที่ในอุทยานถูกบริหารรัดแก้ว,1
มีกิจกรรมที่นี่มากมาย,1
รู้สึกประทับใจมาก,1
สภาพแวดล้อมที่นี่สะอาดและเป็นระเบียบ,1
สถานที่นี้เหมาะสำหรับการท่องเที่ยวกับครอบครัว,1
มีสิ่งอำนวยความสะดวกที่ดี,1
การบริการที่นี่ดีเยี่ยม,1
รู้สึกชอบมาก,1
เป็นเกาะที่ร้อนบรม ไปหน้าร้อนนี่ไม่ได้เลย ร้อนเกิน ไปหน้าฝนหน้าหนาวนี่โอเค,2
เกาะล้านผมไม่คิดจะไปเหยียบอีกแล้วครับ,2
ไปมา 2 ครั้งครั้งแรกก็ที่พักยอดแย่ เจ้าของปากเสีย,2
เกาะล้านห่วยหมดอะ เล่นตัวสุดๆตั้งแต่จะจองห้องพักละ หลายที่เลย สงสัยจะเอาแต่ทัวร์จีน,2
เจอแบบนี้แย่เลย ตอนคิดตังค์ทำไมไม่ลืม แต่จัดของให้ทำไมลืมล่ะเนี่ย มาด่าลูกค้าอีก แย่จังค่ะ,2
แย่มากเจอแบบนี้ นิสัยไม่ดีเอาเสียเลย พูดจาน่ารักแบบนี้กิจการคงไปได้ดีหรอก,2
ห่วยแบบนี้สมควรประนาม อะไรมาด่าลูกค้า,2
แย่มาก,2
ห่วย,2
ที่นี่มีกับดักนักท่องเที่ยวเสมอมา,2
รูปภาพที่คุณดูออนไลน์มีในชีวิตจริงดีกว่า วัดที่ยังสร้างไม่เสร็จเป็นครึ่ง,2
ร้อน และแออัด,2
มาเฟียแท็กซี่,2
ไม่มีรสนิยมที่ดี เชิงพาณิชย์ ราคาแพงเกินไป และเนื้อหา,2
คนเยอะไปหน่อย,2
ปัญหา​รองเท้าหาย,2
อากาศที่นี่ร้อนอบอ้าวมาก,2
แออัดเกินไป,2
อย่าเสียเวลาของคุณ,2
บริการแย่มาก,2
อย่าเสียเวลาของคุณ พลัง และเงินในห้างสรรพสินค้าแห่งนี้,2
มันไม่พอดีกับ/เดินทางแบกเป้เที่ยว,2
น่าผิดหวังมาก ๆ,2
ไม่มีจุดหมายเว้นแต่หิว,2
แย่ไป,2
เสียเวลา ราคาแพงเกินไป,2
ไม่ได้เรื่องเลย,2
ไม่คุ้มค่าแก่การเข้าชม,2
ราคาแพงเกินไป,2
น่ากลัว,2
น่าผิดหวัง,2
ฉันคาดหวังไว้มากกว่านั้น,2
คนเยอะมาก ๆ เดินชนกันตลอด,2
จอดรถก็หายากมาก,2
เห็นราคาแล้วมิอาจเอื้อม,2
ราคานั้นคุณต้องทราบว่ามันค่อนข้างแพง,2
ของข้างในแพง,2
บางวัดมีสภาพแวดล้อมที่ไม่ดี,2
บรรยากาศในวัดบางแห่งเสียอารมณ์,2
บางวัดมีสถาปัตยกรรมที่ไม่น่าสนใจ,2
มีวัฒนธรรมการลบทำลายสิ่งสวยงาม,2
บางวัดมีการบำบัดภาพลักษณ์,2
บรรยากาศในวัดบางแห่งไม่สะดวกสบาย,2
มีสถานที่ทำบุญที่เหม็น,2
บางวัดมีการจัดวางที่นั่งที่ไม่สะดวก,2
วัดบางแห่งมีคนขายของมากมาย,2
บางวัดมีประชากรที่ไม่เอาใจใส่,2
บางวัดมีการจัดกิจกรรมที่ไม่เกี่ยวข้อง,2
มีที่นั่งสวยงามแต่ไม่สะดวก,2
บางวัดมีการขายของที่ไม่เป็นธรรม,2
บางวัดมีสถาปัตยกรรมที่ไม่เอาใจใส่,2
มีพระพุทธรูปที่ไม่ได้รับการบำรุงรักษา,2
บางวัดมีสภาพแวดล้อมที่ไม่สะดวก,2
วัดบางแห่งมีกิจกรรมที่ไม่เคารพศักดิ์ศรี,2
บางวัดมีบุคคลที่ขายของที่แพง,2
มีที่นั่งพักที่ไม่สะดวกสบาย,2
บางวัดมีการสร้างสถานที่ที่ไม่เป็นระเบียบ,2
วัดบางแห่งมีคนเยอะมาก,2
บางวัดมีการตั้งนาฬิกาที่ไม่สวยงาม,2
บางวัดมีพระพุทธรูปที่ไม่สวยงาม,2
วัดบางแห่งมีกิจกรรมที่ไม่ค่อยมีความสำคัญ,2
วัดมีบุคคลที่ทำลายสิ่งสวยงาม,2
บางวัดมีกิจกรรมที่ไม่เกี่ยวข้อง,2
บางวัดมีการขายของที่ไม่ได้มาตรฐาน,2
บางวัดมีคนเยอะมาก,2
ไม่มีที่จอดรถ,2
มีบุคคลที่ไม่เคารพสัญลักษณ์ศาสนา,2
บางวัดมีกิจกรรมที่รบกวน,2
มีที่นั่งพักที่มีวิวที่ไม่น่าสนใจ,2
วัดบางแห่งมีกิจกรรมที่ไม่สุภาพ,2
มีที่นั่งรอในวัดที่ไม่สะดวกสบาย,2
บางวัดมีการจัดกิจกรรมที่ไม่สนุกสนาน,2
มีสถานที่ทำบุญที่ไม่สะดวก,2
บางวัดมีการจัดวางสินค้าที่ไม่น่าสนใจ,2
ร้านแปลกๆ,2
อย่าขับรถไปเองเด็ดขาด,2
เลียนแบบที่สุดของมัน,2
วุ่นวายคนเยอะ,2
เดินจะเหนื่อย,2
ถ้าคุณเข้าไปในราคาเต็มสินค้าจากแบรนด์ชั้นนำสาย ลงมือเลย ถ้าคุณเป็นนักท่องเที่ยวปกติ เป็นเสียเวลา,2
เสียเวลา,2
ร้านค้าที่ดี แย่โครงสร้าง,2
สยาม พารากอนมีคนเยอะมาก ทำให้ไม่สบายตัว,2
ราคาสินค้าที่นี่แพงมาก,2
การจอดรถยากและมีค่าธรรมเนียมสูง,2
คนเยอะทำให้ต้องรอนานที่ร้านอาหาร,2
บริการลูกค้าบางทีไม่ดี,2
โซนรอบๆ มีการก่อกวนจากคนขายของ,2
บรรยากาศไม่สดชื่น เพราะคนเยอะ,2
มีปัญหาด้านความสะอาด,2
รอบๆ มีรถจอดมากมาย ทำให้ถี่ถ้วน,2
คิวที่ร้านอาหารยาวมาก,2
ระบบลิฟท์มักมีปัญหา,2
บางครั้งมีกิจกรรมที่เสียเงิน,2
สัญญาณ Wi-Fi อ่อน,2
เน็ตไม่ดี,2
ทางเข้าจะเข้าได้ทางเดียวเท่านั้น,2
เน็ตแย่มาก,2
ฝุ่นละอองที่นี่มีมาก,2
คนเยอะทำให้เสียงดัง,2
สภาพอากาศในห้างไม่ค่อยดี,2
บางครั้งมีการแข่งขันจับชุดแต่งงานทำให้วุ่นวาย,2
คนมีมากมายทำให้การเดินทางลำบาก,2
บางร้านมีราคาสินค้าเหมือนกับที่อื่น,2
บางครั้งมีคนเก็บเงินตามทาง,2
การติดต่อกับพนักงานยาก,2
ร้านบางแห่งสินค้าหรูมีการจำกัดลูกค้า,2
บางร้านไม่มีการลดราคาหรือโปรโมชั่น,2
การจัดทำแสตนด์ไม่ดี,2
ระบบการจ่ายเงินบางครั้งมีปัญหา,2
บางครั้งมีการแจ้งเตือนส่งเสริมขายที่รบกวน,2
ร้านอาหารบางแห่งอาหารไม่ค่อยอร่อย,2
คนเยอะทำให้รถเข็นไม่พอใช้,2
บางช่วงเวลาที่คนเยอะมีความวุ่นวาย,2
ร้านบางแห่งมีการขายของที่ไม่ค่อยเป็นธรรม,2
ค่าน้ำหนักสินค้ามีค่าที่สูง,2
บางครั้งมีการแจกจ่ายตั๋วโชว์ที่น่ารำคาญ,2
บางร้านมีการจัดแสดงที่ไม่น่าสนใจ,2
บางครั้งมีปัญหาเรื่องการเข้า-ออกไปจากที่จอดรถ,2
คนเยอะทำให้สายตาขาดส่วนตัว,2
ร้านบางแห่งมีการขายของที่หมดหลังจากที่ลูกค้าเดินทางมาไกล,2
บางช่วงเวลามีคนแอบถ่ายรูป,2
บางร้านมีบุคคลขายของที่ไม่ค่อยมีความใจเย็น,2
บางร้านไม่ค่อยมีการติดตั้งมุมถ่ายรูปสวย ๆ,2
ค่าอาหารและเครื่องดื่มบางแห่งแพง,2
บางครั้งมีกลิ่นอับเหม็น,2
บางร้านมีการตั้งแผงโฆษณาที่รบกวน,2
บางร้านมีการจัดวางสินค้าที่ไม่ค่อยเป็นระเบียบ,2
บางร้านมีพนักงานที่ไม่ค่อยมีความเอาใจใส่,2
บางครั้งมีกิจกรรมที่ทำให้รบกวน,2
บางร้านมีการจัดทำโปรโมชั่นที่ไม่น่าสนใจ,2
ความต้องการส่วนตัวขัดขวาง,2
บางครั้งมีการแกล้งขายของ,2
บางร้านมีคนขายของที่ไม่ค่อยมีความรู้,2
บางร้านมีบริการที่ไม่ตอบโจทย์ความต้องการ,2
ทะเลมีมลพิษมากมาย,2
มีปัญหาการบริหารจัดการทะเล,2
ทะเลมีปัญหามลภาวะ,2
มีการสิ้นเปลืองทรัพยากรทะเล,2
ทะเลมีปัญหาการทิ้งขยะพลาสติก,2
มีการทำลายป่าชายเลนในทะเล,2
ทะเลมีปัญหาการล่าสัตว์ทะเล,2
มีปัญหาการทำลายป่าทะเล,2
ทะเลมีการปล่อยน้ำเสีย,2
มีการตกปลาอย่างไม่รับผิดชอบ,2
ทะเลมีปัญหาการทำลายป่ามังคุด,2
ทะเลมีปัญหาการล้างเรือน้ำมัน,2
ค่อนข้างน่าเบื่อ,2
มีการลักลอบล่อปลา,2
ทะเลมีปัญหาการประมงเกินกำหนด,2
มีการทิ้งขยะที่ไม่เป็นอันตราย,2
ทะเลมีปัญหาการล่อลวงสัตว์ทะเล,2
มีการใช้สารเคมีทำลายทะเล,2
ทะเลมีปัญหาการสูญเสียหายเหนือ,2
มีการทิ้งขยะเหลวลงทะเล,2
ทะเลมีปัญหาการล่าสัตว์ทะเลที่มีอันตราย,2
สถานที่ไม่สะอาดเลย,2
มีการทำลายป่าบริเวณชายฝั่ง,2
ทะเลมีปัญหาการสูญเสียหายใต้ทะเล,2
มีการทิ้งขยะพลาสติกในทะเล,2
ทะเลมีปัญหาการล้างถล่มทรัพยากรทะเล,2
มีการปล่อยสารเคมีที่ทำลายทะเล,2
มีการทิ้งขยะเหลวลงทะเล,2
มีการลักลอบจับปลาต่างๆ,2
ทะเลมีปัญหาการประมงทับทิม,2
มีการใช้สารเคมีในการประมง,2
เสียงดังรบกวนมาก,2
น้ำตกมีทรัพยากรธรรมชาติที่มีปัญหา,2
บรรยากาศรอบน้ำตกไม่สะดวกสบาย,2
น้ำตกมีการจัดการท่องเที่ยวที่ไม่ดี,2
บริเวณรอบน้ำตกมีสิ่งแวดล้อมที่เสียหาย,2
น้ำตกมีลักษณะทางธรรมชาติที่ไม่น่าสนใจ,2
บรรยากาศรอบน้ำตกไม่สดชื่น,2
น้ำตกมีการจัดกิจกรรมท่องเที่ยวที่ไม่น่าสนุก,2
บริเวณรอบน้ำตกมีที่นั่งพักผ่อนที่ไม่สะดวกสบาย,2
น้ำตกมีที่จอดรถที่ไม่สะดวก,2
บรรยากาศรอบน้ำตกไม่สวยงาม,2
สถานที่นี้ไม่มีอะไรน่าสนใจเลย,2
ที่นี่มีปัญหาด้านความสะอาด,2
ไม่มีกิจกรรมท่องเที่ยวที่น่าสนุก,2
ไม่มีสิ่งอำนวยความสะดวกสำหรับนักท่องเที่ยว,2
ไม่มีสิ่งที่น่าทึ่งใดๆ ที่สถานที่นี้,2
สภาพแวดล้อมรอบๆ ที่นี่ไม่ดีเลย,2
ไม่มีการจัดการท่องเที่ยวที่ดีเลย,2
สถานที่นี้ไม่น่าไปเที่ยวเลย,2
บรรยากาศรอบๆ สถานที่น่าเบื่อมาก,2
ที่นี่ไม่คุ้มค่ากับเวลาและเงินที่ใช้,2
ไม่มีที่นั่งพักผ่อนที่สะดวกสบาย,2
สปานี้ไม่คุ้มค่าเงินที่จ่าย,2
การบริการน้อยมาก,2
สปานี้ไม่ตอบสนองความคาดหวัง,2
พนักงานที่นี่ไม่มีความเอาใจใส่,2
การบริการที่นี่น่าผิดหวังมาก,2
ไม่แนะนำสปานี้ให้คนอื่น,2
สถานที่นี้ไม่สะอาด,2
บรรยากาศที่นี่ไม่สบาย,2
บรรยากาศภายในสปานี้น่ารำคาญ,2
ตลาดนี้ไม่น่าสนใจเท่าที่คิด,2
บรรยากาศในตลาดนี้ไม่น่ารัก,2
ราคาของสินค้าที่นี่สูงมาก,2
การบริการของผู้ขายที่นี่ไม่น่าพอใจ,2
บรรยากาศภายในตลาดนี้ไม่น่าอยู่,2
ตลาดนี้ไม่มีบรรยากาศที่เป็นมิตร,2
บรรยากาศภายในตลาดนี้ไม่น่ารัก,2
ตลาดนี้มีสินค้าที่ไม่น่าสนใจ,2
สินค้าที่นี่คุณภาพไม่ดี,2
สินค้าที่นี่ไม่มีความหลากหลาย,2
การเดินทางมายังตลาดนี้ไม่สะดวก,2
ไม่คุ้มค่ากับราคาตั๋วเข้า,2
วิวที่นี่ไม่น่าสนใจ,2
อุทยานนี้มีการจัดการที่ไม่ดี,2
สภาพแวดล้อมที่นี่ไม่สะอาด,2
ไม่มีกิจกรรมที่น่าสนใจ,2
บรรยากาศที่นี่ไม่น่าอยู่,2
ไม่มีสิ่งอำนวยความสะดวกที่ดี,2
การบริการที่นี่ไม่ดี,2
ไม่มีความเป็นระเบียบ,2
มีปัญหาเรื่องความปลอดภัย,2
ไม่มีความหลากหลายในกิจกรรม,2
ไม่น่าไปเลย,2
ไม่น่าสนใจ,2
สถานที่สกปรกมาก,2
เสียเวลาเดินทางมาก,2
การจัดระเบียบน่ากลัว,2
ไม่สนุกเลย,2
โคตรเแย่,2
โคตรน่าเบื่อ,2
แย่,2
รู้สึกแย่มาก,2
รู้สึกแย่,2
อยากให้ค่าโดยสารถูกลง เหมือนต่างประเทศ อารีย์ พญาไท 26 บาท จัดว่าเเพง,2
ยังไม่ได้เข้าชม แวะทานข้าวผิดหวังมากๆ,2
Portion น้อยมากๆ ในราคาสูงลิบ,2
ที่สำคัญ เวลานานมากกกก,2
ขุดทองไม่มีอะไรอื่น ทุกสิ่งมีค่าใช้จ่ายสองเท่าหรือสามเท่าอย่าใช้ร้านอาหารเป็นเพียงการปล้นเงินของคุณ,2
ที่น่าผิดหวัง,2
ไม่คุ้มกับความพยายามหรือเงิน มันเป็นที่นิยมมากที่สุด การสาธิตการแยกผ้าไหมมีน้อยที่สุด ประหยัดเงินของคุณและเยี่ยมชมวัดบางแห่ง,2
เราควรจะไปที่ร้านเพียงเพราะจ่ายค่าเข้าชมดูสับสนสำหรับผู้หญิงเพราะเราต้องจ่ายมากขึ้นเพราะเราเป็นชาวต่างชาติ! !,2
ไม่คุ้มค่ากับการเข้าชม,2
เสียเงินทัวร์ใช้เวลาประมาณ 15 นาทีไม่ได้รับอนุญาตให้ถ่ายรูปถอดรองเท้าของเราในทัวร์ใช้เวลาประมาณ 15 นาที,2
นี่เป็นเพียงที่น่าเบื่อ,2
พนักงานหยาบคายในร้านอาหารในสถานที่,2
เสียเงินและเงิน,2
การต้อนรับแย่มาก,2
ว้าว เพียงเสร็จสิ้นเสียเวลา,2
วุ่นวาย ช่องพนักงาน,2
โดยรวมแล้วน่าผิดหวัง,2
ไม่ประทับใจ,2
ปัญหาไม่คุ้ม!,2
ดีตรงไหน,2
โดตรห่วย,2
ห้องน้ำไม่สะอาด,2
ไม่มีอะไรเลย,2
ห้องน้ำสกปรก,2
ไม่ดี,2
แย่มากเลยครับ,2
บางจุดไม่สามารถเข้าชมได้,2
ห่วยมาก,2